Creditscore,Creditscoreindicator,Likelihoodoffailure,CreditlimitGBPGBP,Previouscreditscore,SMEindicator,ReturnonTotalAssets2020,ReturnonTotalAssets2019,ReturnonShareholdersFunds2020,ReturnonShareholdersFunds2019,ReturnonCapitalEmployed2020,ReturnonCapitalEmployed2019,TurnoverthGBP2020,TurnoverthGBP2019,NetAssetsTurnoverx2020,NetAssetsTurnoverx2019,TradeCreditorsthGBP2020,TradeCreditorsthGBP2019,StockTurnoverx2020,StockTurnoverx2019,StockWIPthGBP2020,StockWIPthGBP2019,NetCurrentAssets2020,NetCurrentAssets2019,FixedAssetsthGBP2020,FixedAssetsthGBP2019,IntangibleAssetsthGBP2020,IntangibleAssetsthGBP2019,TotalAssetsthGBP2020,TotalAssetsthGBP2019,OrdinarySharesthGBP2020,OrdinarySharesthGBP2019,RetainedProfitLossGBP2020,RetainedProfitLossthGBP2019,CurrentAssetsthGBP2020,CurrentAssetsthGBP2019,CurrentLiabilitiesthGBP2020,CurrentLiabilitiesthGBP2019,LiquidityRatiox2020,LiquidityRatiox2019,LongTermDebtthGBP2020,LongTermDebtthGBP2019,ShortTermLoansOverdrafts2020,ShortTermLoansOverdrafts2019,CapitalExpenditure2020,CapitalExpenditure2019,InterestPaidthGBP2020,InterestPaidthGBP2019,InterestCoverx2020,InterestCoverx2019,Numberofemployees2020,Numberofemployees2019,IssuedCapitalthGBP2020,IssuedCapitalthGBP2019,AdministrationExpensesthGBP2020,AdministrationExpensesthGBP2019,EBITDAthGBP2020,EBITDAthGBP2019,BankDepositsthGBP2020,BankDepositsthGBP2019,Gearing2020,Gearing2019,ShareholdersFundsthGBP2020,ShareholdersFundsthGBP2019,TaxationthGBP2020,TaxationthGBP2019,Grossmargin2020,Grossmargin2019,Currentratiox2020,Currentratiox2019,SolvencyratioLiabilitybased2020,SolvencyratioLiabilitybased2019
99,Secure,.9,424861,99,No,5.375279084,13.625033482,11.404780254,33.150319381,11.16897055,30.221424105,61760.863,60769.233,5.203630746,5.892712396,-9840.129000000001,-8168.728,48.45802155,40.836052971,1274.523,1488.127,6852.281,6300.847,5016.521,4011.761,,,24661.473,22874.197,.2,.2,2221.929,3320.554,19644.952,18862.436,-12792.671,-12561.589,1.436011995,1.383129873,-244.404,-639.803,-1395.4,-1452.171,,-817.72,-61.409,-59.352,22.586786953,53.510732579,256,253,.2,.2,-60272.087,-41380.159,2271.357,3862.077,6638.035,7610.481,14.11638834,25.137667316,11623.398,9401.468999999999,896.306,203.937,,,1.53564115,1.501596335,89.149648242,69.781480039
95,Secure,.9,604677,95,No,,6.074446221,,20.940759693,,11.776859504,,61517,,2.269664994,,-5390,,3.527755477,,17438,,8423,,18681,,2953,,52548,,11,,2480,,33867,,-25444,,.645692501,,-10993,,-6622,,-1762,,-496,,7.435483871,,361,,11,,-15440,,5131,,345,,121.255658335,,15243,,-712,,29.770632508,,1.331040717,,40.860474467
57,Normal,2.2,1402000,81,No,136.813224977,85.980955972,223.499375922,,223.499375922,112.931852891,61358,81941,6.96221491,3.382218186,,,7.588177096,4.900777512,8086,16720,8813,24227,,,,,14397,31821,,,19697,27360,14397,31821,-5584,-7594,1.13019341,1.988543587,,-22188,-1860,-6676,,,,-6,,,,,,,,,19688,27366,5562,14089,21.105185521,,8813,2039,,,31.979529972,33.339842081,2.578259312,4.190281801,,6.846417299
95,Secure,.9,1368000,99,No,,5.446458724,,11.278754873,,6.110833427,,61342,,.494526048,,-2376,,,,25,,12600,,111442,,,,139173,,207,,5716,,27731,,-15131,,1.831075276,,-48837,,-4534,,,,-2135,,4.550351288,,1969,,207,,-3375,,12630,,2309,,91.316251525,,67206,,-1864,,21.477943334,,1.832727513,,93.38446788100001
92,Secure,.9,1489000,95,No,,5.548256615,,48.638838475,,8.233486943000001,,61342,,.724825712,,-2376,,,,28,,-26992,,111622,,912,,125589,,,,4129,,13967,,-40959,,.340315926,,-48837,,-30304,,-2473,,-2638,,3.641394996,,1969,,,,-3484,,12628,,2309,,702.275582856,,14326,,-1864,,21.477943334,,.340999536,,12.875798783
44,Normal,4.2,908859,44,No,,-11.596729908,,-15.88844579,,-15.88844579,,60726.213,,.712787881,,-10977.613,,15.350659958,,3955.935,,85108.026,,87.324,,,,116724.431,,8998.209000000001,,-13536.217,,116637.107,,-31529.081,,3.573880634,,,,-20383.387,,,,-265.423,,-49.998658745,,4,,8998.209000000001,,-4851.636,,-13189.077,,1,,23.925468937,,85195.35000000001,,,,-21.768454423,,3.699350038,,
30,Caution,11.2,2408,89,No,,1.563880402,,42.910059266,,7.701639003,,60562.464,,24.182530749,,-3893.379,,31.470371456,,1924.428,,-1255.159,,3759.548,,1411.249,,12333.36,,1.328,,192.879,,8573.812,,-9828.971,,.67650866,,-892.182,,-288.008,,31.134,,-278.69,,1.692091571,,247,,1.328,,-11406.979,,806.953,,989.907,,521.228442522,,449.496,,,,19.513233477,,.872300061,,3.782406126
97,Secure,.9,689719,81,No,22.732353133,-5.065229519,75.97520638500001,-87.02576702,75.97520638500001,-87.02576702,60227.874,66279.59299999999,13.214749787,71.92670224699999,-5351.011,-5828.08,,,12.499,21.134,3689.599,90.38800000000001,868.026,831.1,356.627,431.071,15232.321,15832.096,.116,.116,3636.137,-770.524,14364.295,15000.996,-10674.696,-14910.608,1.344468826,1.004644613,,,,,,,-4.489,-12.765,772.366674092,-61.822718371,959,1109,.116,.116,-6383.811,-8677.655000000001,4035.453,208.414,3057.807,4138.059,,,4557.625,921.4880000000001,173.472,31.408,16.350004319,11.886999668,1.345639726,1.006061993,42.695595266,6.180083334
92,Secure,.9,1563000,95,No,8.338978085999999,21.956381706,11.190546384,32.090596083,10.698766882,30.43289712,60138,55986,1.412519084,1.428177853,-2111,-3065,3.153704966,2.510470382,19069,22301,29115,24182,13460,15019,10917,12014,54623,54335,953,953,3528,9725,41163,39316,-12048,-15134,1.833831341,1.124289679,-251,-331,-7718,-9782,,,-222,-180,21.518018018,67.277777778,146,136,953,953,-17137,-13844,6241,13492,5985,1566,23.557881289,31.759737465,40704,37176,-1027,-2205,36.421231168,46.325867181,3.416583665,2.597859125,,
31,Caution,11.2,500,89,No,,3.50683723,,,,-30.351786201,,60095,,,,-8501,,207.224137931,,290,,-16339,,12672,,,,31738,,1000,,808,,19066,,-35405,,.530320576,,-1438,,-225,,,,-109,,11.211009174,,161,,1000,,-17966,,3915,,14272,,,,-5255,,-305,,31.891172311,,.53851151,,
95,Secure,.9,5171000,92,No,,4.92614762,,6.40229171,,6.40229171,,59893,,.41342583,,-8758,,12.29835729,,4870,,137334,,7536,,,,188281,,15,,8051,,180745,,-43411,,4.051392504,,,,-30630,,,,-986,,10.406693712,,278,,15,,-9170,,11653,,6577,,21.143093808,,144870,,-1224,,32.437847495,,4.163576052,,
90,Secure,.9,154631,92,No,,4.273328183,,24.789041213,,24.367449074,,59620.669,,13.922184455,,-7461.814,,18.659483274,,3195.194,,3749.485,,532.937,,25.354,,24419.304,,1,,657.818,,23886.367,,-20136.882,,1.027526158,,,,-4414.713,,-375.999,,,,,,103,,1,,-5971.712,,1142.954,,1029.856,,106.60289957,,4209.59,,-163.466,,11.764431895,,1.186199879,,20.829537716
99,Secure,.9,838150,95,No,,3.556121858,,23.66088632,,5.945195753,,59580,,1.922990027,,-10363,,3.883710319,,15341,,9210,,21773,,1216,,51798,,,,1599,,30025,,-20815,,.705452798,,-21762,,-8814,,,,-883,,3.086070215,,420,,,,-3453,,5461,,504,,411.201027617,,7785,,-243,,8.846928499000001,,1.442469373,,17.687955831
92,Secure,.9,2044000,95,No,,-1.603950361,,-1.993817846,,-1.950695141,,59542,,.853404042,,-4920,,4.434167411,,13428,,40555,,29215,,3,,84853,,,,-1118,,55638,,-15083,,2.798514884,,,,-8370,,,,-6,,,,157,,,,-6523,,1708,,23,,14.472392728,,68261,,243,,8.476369621,,3.688788703,,
95,Secure,.9,1587000,99,No,,15.466440233,,23.685109942,,23.685109942,,59539.76,,1.923380905,,-1851.567,,,,,,27070.715,,3885.067,,,,47405.291,,.2,,5441.253,,43520.224,,-16449.509,,2.645685291,,,,-1545.269,,,,-76.57899999999999,,96.743101895,,1183,,.2,,-21528.441,,7141.749,,6529.984,,4.991859033,,30955.782,,-1890.658,,45.132672688,,2.645685291,,
97,Secure,.9,792275,97,No,1.032510855,1.34704746,2.636085076,3.521543291,2.636085076,3.521543291,59447,57293,2.678758111,2.606715501,-3041,-4533,3.008451417,2.93358935,19760,19530,15773,15732,6419,6247,31,52,56658,57459,250,250,250,51,50239,51212,-34466,-35480,.88432078,.892953777,,,-27730,-27146,,,,,,,392,397,250,250,-24532,-21597,1479,1620,21194,18878,124.954938717,123.508803858,22192,21979,-335,-723,42.109778458,38.934948423,1.457639413,1.443404735,64.388092613,61.947576099
92,Secure,.9,330390,86,No,,3.654084217,,7.006457026,,5.525159524,,59156.659,,4.540535278,,-3918.408,,29.607715157,,1998.015,,4076.592,,8951.973,,55.381,,19699.847,,.65,,722.88,,10747.874,,-6671.282,,1.31157085,,-1861.44,,-1494.43,,-808.1369999999999,,-154.951,,5.645655723,,347,,.65,,-2604.654,,2246.049,,1054.016,,41.355673695,,10274.08,,3.031,,5.870123598,,1.611065759,,
97,Secure,.9,768514,97,No,9.33632287,7.411617597,66.95610226700001,55.565024715,12.206490194,11.547998583,59065,40679,1.731451353,1.440984768,-7299,-12309,7.134315739,4.042031002,8279,10064,18364,17775,15749,10455,418,215,44600,43985,500,500,679,3073,28851,33530,-10487,-15755,1.961666826,1.489431926,-24542,-19210,-678,,,,-168,-200,25.785714286,17.3,372,200,500,500,-16764,-11150,6113,3961,8739,7584,499.59800611,381.16584285,6219,5867,-485,-599,33.678151189,35.915337152,2.751120435,2.128213266,15.213190147,15.391678472
95,Secure,.9,1121000,92,No,,3.658785992,,4.923274037,,4.843380091,,58715.526,,1.395482494,,-7635.349,,5.959287616,,9852.776,,16912.1,,25163.33,,206.283,,55698.065,,112.136,,164.048,,30534.735,,-13622.635,,1.518205472,,,,-114.831,,,,-16.77,,122.518962433,,534,,112.136,,-8639.370999999999,,3530.461,,7030.187,,1.926968269,,41392.638,,-456.025,,17.997605948,,2.241470538,,
86,Secure,.9,56557,77,No,,-4.998874856,,-92.12884809099999,,-26.935187239,,58604.559,,13.105620174,,-8953.056,,572.1592841729999,,102.427,,-4557.264,,9028.976000000001,,1198.83,,24094.702,,.203,,-1187.9,,15065.726,,-19622.99,,.762539195,,-3027.006,,-8342.101000000001,,-87.223,,-396.649,,-2.036599109,,495,,.203,,-9807.614,,421.244,,226.906,,880.122138432,,1307.369,,16.564,,15.274345806,,.76775894,,5.737262013
38,Caution,4.2,15921,97,No,,5.258504342,,15.174914583,,12.676281255,,58571.404,,8.219101368,,-5184.918,,8.473229749,,6912.524,,4744.751,,2381.503,,163.894,,17178.725,,1.001,,739.883,,14797.222,,-10052.471,,.784354215,,-1150.377,,-1456.904,,656.555,,-105.763,,9.541210063999999,,155,,1.001,,-2718.782,,954.591,,219.757,,44.185038596,,5952.877,,-163.461,,5.931288586,,1.471998477,,53.028305746
85,Secure,.9,885127,97,No,,12.991220458,,23.301358783,,23.099789023,,58488.068,,3.317559967,,-5935.02,,7.244807262,,8073.102,,2704.075,,14925.77,,,,31347.763,,103.764,,3346.348,,16421.993,,-13717.918,,.608612109,,,,-5070,,-667.438,,-143.336,,29.411962103,,305,,103.764,,-11368.62,,4759.733,,415.752,,29.881600383,,17477.337,,-726.109,,26.43927305,,1.197119927,,
86,Secure,.9,103651,55,No,,-12.747710983,,-95.42636353100001,,-15.522220288,,58179.488,,.945873129,,-3978.416,,49.794408393,,1168.394,,-214.285,,61723.05,,53716.844,,74896.003,,10.375,,-9178.981,,13172.953,,-13387.238,,.896716634,,-32705.497,,-454.215,,-8833.111000000001,,-7100.914,,-.344548885,,899,,29042.64,,-30841.911,,4589.634,,1307.741,,519.3124642929999,,10005.124,,482.21,,48.734390719,,.983993338,,15.418382605
90,Secure,.9,873127,95,No,,18.82810847,,35.295340697,,34.753809381,,58174.724,,5.852587339,,-5935.02,,7.205993929,,8073.102,,7959.25,,1980.751,,,,18347.722,,163.838,,-4130.094,,16366.971,,-8407.721,,.986458637,,,,-125.307,,,,-43.909,,79.674736387,,305,,163.838,,-11754.371,,4060.638,,411.378,,2.838469463,,9787.493,,-584.623,,26.043056087,,1.946659624,,
97,Secure,.9,885300,89,No,,28.599193711,,47.172828988,,47.172828988,,58116.958,,5.628566451,,-2870.086,,980.843819618,,59.252,,8792.940000000001,,1532.417,,,,17031.12,,83.333,,4060.669,,15498.703,,-6705.763,,2.302415251,,,,,,,,,,,,474,,83.333,,-13934.38,,6099.312,,3971.869,,,,10325.357,,-810.0940000000001,,32.357411068,,2.311251233,,
93,Secure,.9,330901,81,No,,3.12484273,,,,5.615677943,,58116.958,,6.147609156,,-2870.086,,980.843819618,,59.252,,4572.764,,4880.823,,3348.406,,16989.111,,5.496,,-279.211,,12108.288,,-7535.524,,1.598964584,,-16896.691,,-500,,-351.518,,-1828.168,,1.290390708,,474,,5.496,,-16448.316,,6099.739,,4525.238,,,,-7443.104,,-810.0940000000001,,32.357411068,,1.606827607,,
99,Secure,.9,1321000,95,No,12.069856501,12.801198695,35.111162382,49.266691354,29.012543945,40.798991763,57910.764,48564.152,4.22352517,5.08813977,-4262.924,-5082.03,5.888001142,5.091429475,9835.386,9538.412,7743.322,4429.624,5968.154,5114.955,,,32958.536,30419.745,1,1,3425.759,2884.087,26990.382,25304.79,-19247.06,-20875.166,.89130475,.755269587,-2121.006,-1486.337,-7952.914,-11158.152,-1932.333,-2151.764,-290.384,-387.654,14.699267177,11.04527749,241,225,2.309,2.309,-5942.991,-5029.681,5389.301,4898.476,8906.125,4506.439,91.21486598200001,161.923718897,11329.867,7904.107,7.711,-590.005,17.445159245,19.07140065,1.402311938,1.212195869,52.383560912,35.104965713
30,Caution,11.2,500,89,No,,.828580147,,,,1.083004801,,57869,,.443855558,,-2346,,18.619369369,,3108,,23686,,106692,,,,170412,,1,,959,,63720,,-40034,,1.514013089,,-116056,,-33962,,,,-8276,,1.170613823,,,,1,,-4490,,11049,,26680,,,,-1015,,-453,,24.066425893,,1.5916471,,
29,Caution,11.2,35506,77,No,,2.379386474,,8.070331082999999,,8.012620823000001,,57752.337,,16.635064779,,-5101.797,,15.681714801,,3682.782,,3330.252,,141.471,,29.828,,11691.081,,100,,225.322,,11549.61,,-8219.358,,.957109789,,,,-288.447,,,,-.205,,,,103,,100,,-2833.992,,407.647,,,,9.088551238999999,,3446.897,,-52.854,,5.389137759,,1.405171791,,41.810044511
67,Stable,1.8,179865,44,No,,5.389864963,,23.171036205,,22.016607355,,57748,,6.85029656,,-2414,,8.805733455,,6558,,-550,,8980,,2778,,34435,,,,1542,,25455,,-26005,,.726667948,,-420,,-18703,,,,-546,,4.399267399,,227,,,,-5057,,3238,,947,,238.739076155,,8010,,-314,,12.916464639,,.978850221,,30.312204352
99,Secure,.9,1179000,99,No,13.943608272,8.282643113000001,27.878611877,20.695398709,18.905546119,11.116392205,57667,45360,1.419565271,1.268208125,-1156,-917,3.465773183,3.040622067,16639,14918,33084,26266,7539,9501,,,55079,48004,43700,43700,7090,3337,47540,38503,-14456,-12237,2.137589928,1.927351475,,,-7739,-7602,,-994,-358,-474,22.452513966,9.388185654000001,338,312,43700,43700,-4088,-3971,7020,5608,9004,4216,123.018004937,125.739121382,27548,19212,-590,-639,17.167530824,18.558201058,3.288599889,3.146441121,67.842190809,66.726868575
95,Secure,.9,7789000,92,No,,1.043809862,,1.27044093,,1.107113463,,57634,,.271059377,,,,,,,,153711,,58914,,21729,,225520,,145000,,776,,166606,,-12895,,12.920201629,,-4307,,-12792,,,,-152,,16.486842105,,114,,145000,,-53643,,6729,,,,21.656322521,,185290,,-1578,,,,12.920201629,,
99,Secure,.9,597084,95,No,,6.359033793,,11.518700624,,11.224160207,,57571,,3.09921404,,-4954,,9.975914053,,5771,,6342,,12234,,6627,,32788,,16525,,1497,,20554,,-14212,,1.040177315,,,,-7639,,,,,,,,315,,16525,,-16585,,3274,,94,,44.826252693,,18101,,-588,,32.556321759,,1.446242612,,
55,Normal,4.2,34055,89,No,,-5.575536225,,-33.447800299,,-13.212710153,,66901.74099999999,,11.385692845,,-634.693,,18.9046828,,3033.341,,257.681,,4778.846,,60,,11935.385,,.1,,-1028.428,,7156.539,,-6898.858,,.597663845,,-2777.984,,-2469.334,,449.401,,-389.885,,-.99128461,,118,,.1,,-3887.395,,-186.174,,.729,,277.263686868,,1989.553,,57.957,,5.232910157,,1.037351254,,20.003887055
99,Secure,.9,964908,99,No,,8.919965001,,19.646659797,,19.646659797,,57122.801,,3.587207572,,-6682.867,,,,,,15811.853,,112.177,,2.637,,35073.456,,10,,1470.389,,34961.279,,-19149.426,,1.825708979,,,,-4034.83,,,,,,,,240,,10,,-5190.486,,3129.853,,23191.481,,25.33799547,,15924.03,,-593.151,,14.215813752,,1.825708979,,83.156696185
86,Secure,.9,5242000,89,No,,2.244469498,,18.897637795,,15.853341118,,57095,,.401644707,,-854449,,,,,,137479,,4674,,791,,1004068,,44955,,18501,,999394,,-861915,,1.159504127,,-22900,,-31,,,,,,,,149,,44955,,-18856,,24875,,228972,,19.22886636,,119253,,-4035,,75.239513092,,1.159504127,,13.477732633
86,Secure,.9,1223000,89,No,-4.769515361,-.292242372,,,-30.621928698,-.875715337,56969.842,51356.385,1.996082314,.879351908,-2488.262,-1239.489,260.977589856,183.78059647,218.294,279.444,-140340.245,-105567.298,168881.073,163969.838,198.133,88.489,183241.93,175005.423,25,25,-7403.05,-355.697,14360.857,11035.585,-154701.102,-116602.883,.091418631,.092245927,-39121.676,-61212,-149102.913,-113916.505,,,-2993.434,-2674.211,-1.919640787,.808751067,100,78,25,25,-10422.727,-55200.393,-5361.253,33232.05,193.075,120.127,,,-13788.363,-6385.313,1336.702,155.743,33.396162482,,.092829701,.094642471,,
33,Caution,11.2,13317,92,No,,-.494382969,,-2.06012574,,-2.022499348,,56818.319,,7.674149251,,-10362.299,,6.988486736,,8130.275,,1578.276,,5825.583,,538.408,,30288.867,,170,,-150.116,,24463.284,,-22885.008,,.713699073,,,,-12295.769,,,,-315.445,,.52529601,,157,,170,,-11548.946,,459.503,,573.401,,171.022423195,,7268.634,,-.373,,20.617730701,,1.068965499,,31.574980149
26,Caution,10.8,502572,38,No,-60.97,,-81.29333333300001,,-60.97,,42612,,1.4204,,,,,,,,20000,56.633,20000,15,,,40000,123.204,,,-29725,,20000,108.204,,-51.571,,2.09815594,,,,,,,,,,,2,,,,-42965,,-16791,,,,33.333333333,38.734917591,30000,51.633,-11434,,,,,2.09815594,,72.142348158
37,Caution,4.2,206376,89,No,,-3.583242914,,-5.384554203,,-4.777193663,,56705,,2.00067036,,-6198,,13.159665816,,4309,,16641,,11702,,,,37787,,14100,,-1722,,26085,,-9444,,2.305802626,,,,-519,,,,-39,,-33.717948718,,345,,14100,,-5197,,150,,14322,,27.491449932,,25146,,-368,,6.838903095,,2.762071156,,
89,Secure,.9,1158000,77,No,,32.030371204,,60.610898255,,60.546459707,,56676,,6.025515628,,-1059,,,,,,9251,,155,,,,17780,,1,,5758,,17625,,-8374,,2.104728923,,,,-5868,,,,-1,,,,40,,1,,-1983,,5747,,441,,62.558535547,,9396,,63,,13.54894488,,2.104728923,,
92,Secure,.9,2798000,89,No,-.088891837,1.195008826,-.174231884,1.874270514,-.142953156,1.704391183,56565,46667,.603443678,.575950929,-2337,-2181,,,,,-30179,-10792,123916,91818,113788,90749,150745,115564,,,-849,830,26829,23746,-57008,-34538,.470618159,.687532573,-7725,,-26039,-7500,,,-817,-268,.835985312,6.152985075,537,451,2266,2198,-47554,-41123,13592,11035,8216,6199,55.737299926,20.146032952,76909,73682,-59,4,90.93962697800001,91.642916836,.470618159,.687532573,,
95,Secure,.9,532795,92,No,,8.4854658,,24.513354459,,24.478264145,,56422,,4.250885256,,-9119,,6.093746625,,9259,,11791,,1482,,346,,38289,,100,,2617,,36807,,-25016,,1.101215222,,,,-13000,,,,-576,,6.640625,,104,,100,,-10633,,4482,,609,,98.226950355,,13254,,-632,,25.617666868,,1.471338343,,52.941881366
33,Caution,11.2,110509,34,No,9.204273908999999,-4.058136701,19.718251305,-11.48286551,18.956151465,-10.707157784,56314.45,102850.938,5.046413749,7.425821914,-4559.235,-7192.341,123.414865593,59.831373052,456.302,1146.009,11055.686,9121.323,103.615,112.307,,,22982.519,24362.396,100,100,2118.134,-1133.316,22878.904,24250.089,-11823.218,-15128.766,1.896488925,1.527162229,,,-1110.012,-300.98,,,,,,,128,140,100,100,-4766.972,-8146.636,2136.248,-1439.207,2966.049,5570.068,14.367197987,10.74051559,10728,8609.866,2.76,349.673,11.921609818,6.453914888,1.935082648,1.602912557,87.54321569,54.657036044
77,Stable,2.2,500,95,No,,-4.993339397,,,,-40.024563843,,56053.65,,16.969350293,,-10520.32,,4.133864321,,13559.625,,849.325,,2453.904,,,,26477.331,,521.741,,-1078.556,,24023.427,,-23174.102,,.451529988,,,,-3249.77,,,,-427.49,,-2.092710941,,228,,521.741,,-15707.89,,-225.916,,806.304,,,,-22.805,,243.547,,25.846400725,,1.036649748,,
89,Secure,.9,179460,89,No,,6.480837339,,,,14.968048202,,56042,,2.046448786,,-8273,,5.144299614,,10894,,-6036,,33421,,10020,,63248,,11,,2351,,29827,,-35863,,.527925717,,-7541,,-791,,11391,,-2323,,2.764528627,,411,,11,,-42109,,10951,,4726,,,,-14337,,-1748,,,,.831692831,,
95,Secure,.9,655086,92,No,,5.507654408,,15.577951972,,15.570202711,,55972,,6.960825768,,-2242,,4.946270767,,11316,,7985,,56,,,,22732,,2,,-603,,22676,,-14691,,.773262542,,-4,,-10646,,-44,,-307,,5.078175896,,26,,2,,-4037,,1581,,1331,,132.512131392,,8037,,-86,,9.997856070999999,,1.543530052,,54.692072133
86,Secure,.9,243546,89,No,14.341976325,9.868382662,51.707075503,33.664763477,51.707075503,33.016734005,55924.227,54057.5,19.047281165,15.077143544,-5729.727,-6108.323,22.496272828,23.39603582,2485.933,2310.541,760.626,568.705,2175.448,3016.689,,,10585.417,11995.684,2,2,-580.303,-2062.165,8409.968999999999,8978.995000000001,-7649.343,-8410.290000000001,.774450302,.792892278,,-9.138999999999999,-40.684,-3.612,,-151.869,-.387,-1.984,,597.663306452,168,166,2,2,-3031.431,-2897.33,2498.923,2149.584,1526.602,2001.292,1.385659898,2.065449751,2936.074,3516.377,-298.461,-245.945,8.130145455999999,7.438383203,1.099436775,1.067620142,38.38334874,41.470098913
92,Secure,.9,390084,88,No,,-2.380952381,,-10.309278351,,-9.259259259,,55800,,2.583333333,,-8500,,8.454545455,,6600,,700,,20900,,800,,84000,,5000,,-1900,,63100,,-62400,,.905448718,,,,-52300,,,,-200,,-9,,117,,5000,,-45500,,-200,,,,280.927835052,,19400,,100,,,,1.011217949,,30.030959752
38,Caution,4.2,405385,99,No,,11.738872553,,19.278756477,,19.260793043,,55791,,1.155212755,,-3394,,8.270234213,,6746,,36709,,11586,,2282,,79241,,104,,7499,,67655,,-30946,,1.96823499,,,,-12297,,,,-537,,18.322160149,,191,,104,,-11619,,9565,,3918,,25.579274611,,48250,,-1803,,35.77996451,,2.186227622,,
46,Normal,4.6,389436,35,No,,7.822811813,,15.779212048,,12.207427442,,55732,,1.449391449,,-4372,,9.084270579,,6135,,20037,,18415,,,,60004,,,,5452,,41589,,-21552,,1.645044543,,-7906,,-14409,,,,-568,,9.264084507,,250,,,,-2176,,5498,,615,,77.69597956200001,,29748,,758,,11.704227374,,1.9297049,,98.320994183
33,Caution,11.2,171722,99,No,,6.407998342,,7.570379437,,7.570379437,,55506,,3.396940024,,-5,,265.578947368,,209,,16331,,9,,9,,19304,,,,1172,,19295,,-2964,,6.439271255,,,,-41,,,,,,,,27,,,,-12689,,1235,,97,,.250917993,,16340,,-65,,25.080171513,,6.509784076,,
99,Secure,.9,1007000,99,No,10.479807098,25.548447157,15.308686873,39.059318529,15.308686873,39.059318529,55387.566,54317.884,2.83784878,3.14130041,-1983.268,-2019.816,23.965090514,23.396473249,2311.177,2321.627,5174.116,5980.972,14343.332,11310.556,2904.171,3550.881,28510.687,26435.865,3076.92,3076.92,2225.92,1368.106,14167.355,15125.309,-8993.239,-9144.337,1.31834348,1.400176087,,,-3347.487,-3109.422,,-2335.724,,,,,839,835,3076.92,3076.92,-23030.343,-21681.312,6212.629,9553.647999999999,8582.307000000001,8678.938,17.151253586,17.982343723,19517.448,17291.528,-761.9450000000001,-672.2910000000001,46.56714108,52.180429193,1.575333981,1.654062946,,
28,Caution,11.2,500,64,No,,1.990576017,,,,-30.486008837,,55188,,,,-204,,,,,,-1082,,403,,59,,10399,,11,,20,,9996,,-11078,,.90232894,,,,-96,,-43,,-159,,2.301886792,,129,,11,,-6227,,476,,24,,,,-679,,-26,,11.942813655,,.90232894,,
92,Secure,.9,625993,95,No,,11.755391861,,24.749457368,,22.53438582,,55163.9,,4.500251265,,-8357.709000000001,,56.449595998,,977.224,,6664.447,,5593.513,,,,23497.779,,.15,,1283.847,,17904.266,,-11239.819,,1.505988842,,-730.692,,-1242.737,,,,-65.788,,42.987231714,,82,,.15,,-6683.572,,3716.363,,1106.694,,20.964503231,,11160.875,,-563.004,,16.946026296,,1.592931879,,90.467389549
95,Secure,.9,478941,95,No,,11.742530825,,24.680243116,,22.476992105,,55163.9,,4.488789398,,-8357.709000000001,,56.449595998,,977.224,,6695.747,,5593.513,,,,23523.515,,.3,,1283.847,,17930.002,,-11234.255,,1.509025565,,-730.692,,-1242.737,,-274.768,,-65.788,,42.987231714,,82,,.3,,-6683.572,,3716.363,,1106.694,,20.90587397,,11192.175,,-563.004,,16.946026296,,1.596011663,,90.762033972
95,Secure,.9,295481,89,No,,2.943474166,,5.496310922,,5.025945936,,55055.15,,5.075260314,,-4311.518,,7.403236115,,7436.633,,5448.582,,5399.167,,752.4059999999999,,18522.398,,2.362,,511.198,,13123.231,,-7674.649,,.740958707,,-928.332,,-1891.752,,-644.3099999999999,,-113.826,,5.789784408,,315,,2.362,,-14711.643,,1542.273,,401.512,,28.429936961,,9919.416999999999,,20.996,,27.918679724,,1.709945432,,
81,Secure,2.2,281673,81,No,,-6.531794169,,-51.152243197,,-7.882434053,,54971,,.519177189,,-7333,,134.075609756,,410,,27193,,78688,,63709,,127775,,,,-7628,,49087,,-21894,,2.223303188,,-72278,,-1233,,,,-4939,,-.689815752,,362,,10,,-31813,,3696,,20074,,556.4966903649999,,16316,,718,,51.672700151,,2.24202978,,14.638566648
